Date,Schedule Rollup,STARS ID,Station Unique,Delay Type,Delay Category,Delay Subcategory,Charge Department,Trouble Code,Delay Total,Incident_Line,Incident Time,Incident Hour,Line
6/12/2024,Weekday,B-44,Queens Plaza (G21),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,TRACK CIRCUIT FAILURE,18,E,07:53,7,E
6/12/2024,Weekday,B-58,Kew Gardens - Union Tpke (F06),Operating Environment,Other Operating Environment,,Police,PERSON(S) HOLDING DOORS,2,E,08:34,8,E
6/12/2024,Weekday,B-164,42 St - Port Authority Bus Terminal (A27),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,3,E,21:34,21,E
6/12/2024,Weekday,B-12,Canal St (A34),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,2,A,01:30,1,E
6/12/2024,Weekday,B-76,Parsons/Archer - Jamaica Center (G05),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,5,E,11:27,11,E
6/12/2024,Weekday,B-168,W 4 St - Washington Square (D20),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,2,F,21:43,21,E
6/12/2024,Weekday,B-4,Lexington Av - 53 St (F11),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,18,E,00:20,0,E
6/12/2024,Weekday,B-32,42 St - Bryant Park (D16),Planned ROW Work,,,MTA Construction & Development,DELAYED BY WORK TRAIN,3,M,05:51,5,E
6/13/2024,Weekday,B-162,Parsons/Archer - Jamaica Center (G05),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,1,E,19:48,19,E
6/13/2024,Weekday,B-2, (),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,2,E,12:00,12,E
6/13/2024,Weekday,B-180,42 St - Port Authority Bus Terminal (A27),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,E,18:37,18,E
6/13/2024,Weekday,B-16,Queens Plaza (G21),Internal,Signal Failures,Other - Sig,Division of MOW Signals,SWITCH TROUBLE,2,R,01:46,1,E
6/13/2024,Weekday,B-134,63 Dr - Rego Park (G10),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,BIE-CBTC,7,R,16:48,16,E
6/13/2024,Weekday,B-12,Fulton St (A38),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,RAIL REPAIR/REPLACEMENT,1,A,01:36,1,E
6/13/2024,Weekday,B-42,Kew Gardens - Union Tpke (F06),Operating Environment,Other Operating Environment,,Division of Service Delivery,DELAYED BY (PUTIN/LAYUP),3,E,05:42,5,E
6/13/2024,Weekday,B-194,Parsons/Archer - Jamaica Center (G05),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,4,E,18:59,18,E
6/13/2024,Weekday,B-196,W 4 St - Washington Square (A32),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,11,E,22:15,22,E
6/13/2024,Weekday,B-8,Queens Plaza (G21),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,11,E,00:24,0,E
6/13/2024,Weekday,B-34,21 St (G24),Planned ROW Work,,,Miscellaneous,DELAYED BY WORK TRAIN,2,E,05:23,5,E
6/14/2024,Weekday,B-14,Parsons/Archer - Jamaica Center (G05),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,5,E,01:33,1,E
6/14/2024,Weekday,B-106,42 St - Port Authority Bus Terminal (A27),External,Persons on Roadbed,,Police,*BIE-PERSON STRUCK/ALIVE,52,E,15:27,15,E
6/14/2024,Weekday,B-72,145 St (A12),External,Persons on Roadbed,,Police,PERSON ON ROADBED,2,A,12:28,12,E
6/14/2024,Weekday,B-42,Jay St - MetroTech (A41),External,"Public Conduct, Crime, Police Response",,Police,E.A. BOX ACTIVATED,3,F,07:54,7,E
6/14/2024,Weekday,B-56,Kew Gardens - Union Tpke (F06),Internal,Subway Car,Door-Related,Division of Car Equipment,GUARD LIGHT TROUBLE,3,E,10:30,10,E
6/14/2024,Weekday,B-44,Lexington Av - 53 St (F11),Internal,Subway Car,Other - CE,Division of Car Equipment,SMOKE ISSUING,97,E,07:51,7,E
6/14/2024,Weekday,B-144,5 Av - 53 St (F12),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,2,E,20:14,20,E
6/14/2024,Weekday,B-10,Forest Hills - 71 Av (G08),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,19,E,00:09,0,E
6/14/2024,Weekday,B-156,5 Av - 53 St (F12),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,1,E,23:28,23,E
6/14/2024,Weekday,B-160,Elmhurst Av (G13),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,5,E,23:26,23,E
6/14/2024,Weekday,B-22,Bergen St (F20),Planned ROW Work,,,MTA Construction & Development,DELAYED BY WORK TRAIN,1,F,05:17,5,E
6/17/2024,Weekday,B-2,95 St - Bay Ridge (R45),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,12,R,00:26,0,E
6/17/2024,Weekday,B-34,179 St - Jamaica (F01),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,6,E,07:31,7,E
6/17/2024,Weekday,B-22,Kew Gardens - Union Tpke (F06),External,"Public Conduct, Crime, Police Response",,Police,LOSS OF T/O INDICATION,2,E,07:22,7,E
6/17/2024,Weekday,B-74,World Trade Center (E01),Internal,Signal Failures,Other - Sig,Division of MOW Signals,SWITCH TROUBLE,29,E,11:40,11,E
6/17/2024,Weekday,B-56,Forest Hills - 71 Av (G08),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,CBTC-CAR EQUIPMENT,1,R,06:28,6,E
6/17/2024,Weekday,B-92,Parsons/Archer - Jamaica Center (G05),Internal,Stations & Structure,,Division of Station Environment,DELAYED BY REFUSE COLLECTOR,4,F,13:36,13,E
6/17/2024,Weekday,B-130,Lexington Av - 53 St (F11),Internal,Track Failures,"Fire, Smoke, Debris",Division of MOW Track,FIRE/SMOKE CONDITIONS,8,E,18:22,18,E
6/17/2024,Weekday,B-180,W 4 St - Washington Square (A32),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,E,23:34,23,E
6/17/2024,Weekday,B-38,Jackson Hts - Roosevelt Av (G14),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,6,E,07:06,7,E
6/17/2024,Weekday,B-12,36 St (G20),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,4,E,01:01,1,E
6/17/2024,Weekday,B-156,5 Av - 53 St (F12),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,16,E,20:30,20,E
6/17/2024,Weekday,B-178,Court Square - 23 St (F09),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,10,E,20:44,20,E
6/18/2024,Weekday,B-56,Parsons/Archer - Jamaica Center (G05),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,4,E,07:41,7,E
6/18/2024,Weekday,B-2,World Trade Center (E01),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,10,E,00:38,0,E
6/18/2024,Weekday,B-144,World Trade Center (E01),External,"Public Conduct, Crime, Police Response",,Police,BROKEN GLASS,2,E,16:25,16,E
6/18/2024,Weekday,B-20,179 St - Jamaica (F01),External,"Public Conduct, Crime, Police Response",,Police,BROKEN GLASS,1,F,04:43,4,E
6/18/2024,Weekday,B-136,Parsons/Archer - Jamaica Center (G05),External,"Public Conduct, Crime, Police Response",,Police,CAR BODY DAMAGE,2,E,15:17,15,E
6/18/2024,Weekday,B-134,Parsons/Archer - Jamaica Center (G05),External,"Public Conduct, Crime, Police Response",,Police,GRAFFITI,2,E,15:33,15,E
6/18/2024,Weekday,B-138,179 St - Jamaica (F01),External,"Public Conduct, Crime, Police Response",,Police,NO WHISTLE/HORN,5,E,16:35,16,E
6/18/2024,Weekday,B-12,Canal St (A34),Internal,Signal Failures,Other - Sig,Division of MOW Signals,SWITCH TROUBLE,15,E,01:46,1,E
6/18/2024,Weekday,B-18,Steinway St (G19),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,BIE-CBTC,4,E,04:03,4,E
6/18/2024,Weekday,B-146,Forest Hills - 71 Av (G08),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,CBTC-CAR EQUIPMENT,1,E,15:24,15,E
6/18/2024,Weekday,B-96,Church Av (F27),Internal,Stations & Structure,,Division of Station Environment,DELAYED BY REFUSE COLLECTOR,1,G,11:05,11,E
6/18/2024,Weekday,B-52,Jamaica - Van Wyck (G07),Operating Environment,Other Operating Environment,,Division of Service Delivery,DELAYED BY (PUTIN/LAYUP),1,E,08:06,8,E
6/18/2024,Weekday,B-32,Kew Gardens - Union Tpke (F06),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,2,E,05:47,5,E
6/18/2024,Weekday,B-124,34 St - Penn Station (A28),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,8,E,12:28,12,E
6/18/2024,Weekday,B-194,36 St (G20),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,12,E,23:11,23,E
6/18/2024,Weekday,B-4,Woodhaven Blvd (G11),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,13,E,00:00,0,E
6/18/2024,Weekday,B-6,Canal St (A34),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,1,E,00:09,0,E
6/19/2024,Weekday,B-2,Parsons/Archer - Jamaica Center (G05),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,3,E,01:33,1,E
6/19/2024,Weekday,B-68,Parsons/Archer - Jamaica Center (G05),External,"Public Conduct, Crime, Police Response",,Police,CAR SHORTAGE,2,E,07:41,7,E
6/19/2024,Weekday,B-130,Sutphin Blvd - Archer Av (G06),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,3,E,18:40,18,E
6/19/2024,Weekday,B-140,Spring St (A33),Internal,Signal Failures,Other - Sig,Division of MOW Signals,TRACK CIRCUIT FAILURE,4,C,20:09,20,E
6/19/2024,Weekday,B-40,50 St (A25),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,BIE-CBTC,1,E,03:34,3,E
6/19/2024,Weekday,B-44,50 St (A25),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,BIE-CBTC,2,E,03:46,3,E
6/19/2024,Weekday,B-86,W 4 St - Washington Square (A32),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,E,06:14,6,E
6/19/2024,Weekday,B-146,Lexington Av - 53 St (F11),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,12,E,20:53,20,E
6/19/2024,Weekday,B-154,42 St - Port Authority Bus Terminal (A27),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,11,E,22:20,22,E
6/19/2024,Weekday,B-4,42 St - Port Authority Bus Terminal (A27),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,19,E,00:13,0,E
6/19/2024,Weekday,B-10,Forest Hills - 71 Av (G08),Planned ROW Work,,,Division of Station Environment,DELAYED BY WORK TRAIN,4,R,05:40,5,E
6/20/2024,Weekday,B-52,Parsons/Archer - Jamaica Center (G05),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,2,E,07:13,7,E
6/20/2024,Weekday,B-84,Parsons/Archer - Jamaica Center (G05),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,2,E,10:24,10,E
6/20/2024,Weekday,B-24,Queens Plaza (G21),External,"Public Conduct, Crime, Police Response",,Police,PERSON RIDING ON O/S OF TRAIN,1,E,00:36,0,E
6/20/2024,Weekday,B-74,Canal St (A34),External,Sick/Injured Customer,,Public,SICK CUSTOMER,6,E,10:28,10,E
6/20/2024,Weekday,B-152,67 Av (G09),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,BROKEN RAIL,3,E,22:40,22,E
6/20/2024,Weekday,B-54,Forest Hills - 71 Av (G08),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,SWITCH TROUBLE,33,F,07:40,7,E
6/20/2024,Weekday,B-22,14 St (A31),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,11,E,01:54,1,E
6/20/2024,Weekday,B-156,50 St (A25),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,5,E,22:22,22,E
6/20/2024,Weekday,B-18,Lexington Av - 63 St (B08),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,13,E,00:48,0,E
6/20/2024,Weekday,B-20,2 Av (F14),Planned ROW Work,,,Division of MOW Track,DELAYED BY WORK TRAIN,2,F,00:34,0,E
6/20/2024,Weekday,B-12,42 St - Port Authority Bus Terminal (A27),Planned ROW Work,,,MTA Construction & Development,DELAYED BY WORK TRAIN,2,E,05:42,5,E
6/21/2024,Weekday,B-126,Parsons/Archer - Jamaica Center (G05),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,1,E,15:23,15,E
6/21/2024,Weekday,B-2,Parsons/Archer - Jamaica Center (G05),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,15,E,01:53,1,E
6/21/2024,Weekday,B-168,Court Square - 23 St (F09),External,"Public Conduct, Crime, Police Response",,Police,#CUSTOMER ASSAULTED/ROBBED,8,E,22:00,22,E
6/21/2024,Weekday,B-130,Lexington Av - 53 St (F11),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,2,E,18:12,18,E
6/21/2024,Weekday,B-106,Forest Hills - 71 Av (G08),External,Sick/Injured Customer,,Police,SICK CUSTOMER,3,E,14:44,14,E
6/21/2024,Weekday,B-104,Sutphin Blvd - Archer Av (G06),Internal,Other Internal,Service Delivery,Division of Service Delivery,BIE-EMPLOYEE,3,E,14:35,14,E
6/21/2024,Weekday,B-90,59 St - Columbus Circle (A24),Internal,Signal Failures,Other - Sig,Division of MOW Signals,SIGNAL TROUBLE,4,A,13:52,13,E
6/21/2024,Weekday,B-158,Queens Plaza (G21),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,BIE-CBTC,4,E,20:54,20,E
6/21/2024,Weekday,B-166,36 St (G20),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,BIE-CBTC,1,E,21:59,21,E
6/21/2024,Weekday,B-40,Spring St (A33),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,BIE-CBTC,4,E,06:11,6,E
6/21/2024,Weekday,B-68,Forest Hills - 71 Av (G08),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,BIE-CBTC,1,M,11:23,11,E
6/21/2024,Weekday,B-78,Sutphin Blvd - Archer Av (G06),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,BIE-CBTC,15,E,14:12,14,E
6/21/2024,Weekday,B-174,67 Av (G09),Operating Environment,Other Operating Environment,,Public,CONGESTION-ROW CAPACITY,1,R,21:43,21,E
6/21/2024,Weekday,B-16,Elmhurst Av (G13),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,11,E,00:31,0,E
6/21/2024,Weekday,B-12,Lexington Av - 53 St (F11),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,16,E,00:19,0,E
6/21/2024,Weekday,B-184,Jackson Hts - Roosevelt Av (G14),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,7,E,23:28,23,E
6/24/2024,Weekday,B-28,Parsons/Archer - Jamaica Center (G05),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,1,E,07:26,7,E
6/24/2024,Weekday,B-2,Stillwell Av - Coney Island (D43),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,13,D,02:17,2,E
6/24/2024,Weekday,B-18,World Trade Center (E01),External,Persons on Roadbed,,Police,PERSON ON ROADBED,1,E,05:31,5,E
6/24/2024,Weekday,B-68,34 St - Penn Station (A28),External,Sick/Injured Customer,,Police,SICK CUSTOMER,7,C,10:59,10,E
6/24/2024,Weekday,B-120,Woodhaven Blvd (G11),Internal,Other Internal,Other Internal Disruptions,MTA Construction & Development,BIE - ALERTER,1,R,18:21,18,E
6/24/2024,Weekday,B-100,Kew Gardens - Union Tpke (F06),Internal,Other Internal,Service Delivery,Division of Service Delivery,DELAYED BY TRANSFER,2,F,11:22,11,E
6/24/2024,Weekday,B-108,Sutphin Blvd - Archer Av (G06),Internal,Other Internal,Train Brake Activation - Cause Unknown,Miscellaneous,BIE-UNDER INVESTIGATION,6,E,16:48,16,E
6/24/2024,Weekday,B-150,34 St - Penn Station (A28),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,BIE-CBTC,3,E,22:27,22,E
6/24/2024,Weekday,B-14,42 St - Port Authority Bus Terminal (A27),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,RAIL REPAIR/REPLACEMENT,5,A,01:05,1,E
6/24/2024,Weekday,B-148,Canal St (A34),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,E,18:52,18,E
6/24/2024,Weekday,B-74,50 St (A25),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,E,11:09,11,E
6/24/2024,Weekday,B-16,Court Square - 23 St (F09),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,12,E,00:53,0,E
6/24/2024,Weekday,B-166,67 Av (G09),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,6,E,23:20,23,E
6/25/2024,Weekday,B-2,Forest Hills - 71 Av (G08),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,2,M,06:03,6,E
6/25/2024,Weekday,B-116,42 St - Port Authority Bus Terminal (A27),External,Sick/Injured Customer,,Police,*INJURED CUSTOMER(S),17,E,15:52,15,E
6/25/2024,Weekday,B-122,Parsons/Archer - Jamaica Center (G05),Internal,Subway Car,Braking,Division of Car Equipment,BRAKES FAIL TO CHARGE,1,E,16:31,16,E
6/25/2024,Weekday,B-88,59 St - Columbus Circle (A24),Internal,Subway Car,Braking,Division of Car Equipment,POOR BRAKING TRAIN,3,C,11:43,11,E
6/25/2024,Weekday,B-130,Kew Gardens - Union Tpke (F06),Internal,Track Failures,"Fire, Smoke, Debris",Division of MOW Track,FIRE/SMOKE CONDITIONS,5,E,17:26,17,E
6/25/2024,Weekday,B-15,59 St (R41),Planned ROW Work,,,Division of MOW Infrastructure,DELAYED BY WORK TRAIN,1,R,00:17,0,E
6/25/2024,Weekday,B-166,42 St - Port Authority Bus Terminal (A27),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,13,E,19:03,19,E
6/25/2024,Weekday,B-32,42 St - Port Authority Bus Terminal (A27),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,18,E,00:17,0,E
6/25/2024,Weekday,B-34,67 Av (G09),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,11,E,00:29,0,E
6/25/2024,Weekday,B-6,Woodhaven Blvd (G11),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,1,F,00:00,0,E
6/25/2024,Weekday,B-22,36 St (G20),Planned ROW Work,,,Division of MOW Track,DELAYED BY WORK TRAIN,2,E,00:13,0,E
6/26/2024,Weekday,B-2,Lefferts Blvd - Ozone Park (A65),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,1,A,00:08,0,E
6/26/2024,Weekday,B-34,Parsons/Archer - Jamaica Center (G05),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,1,E,07:46,7,E
6/26/2024,Weekday,B-36,Queens Plaza (G21),External,"Public Conduct, Crime, Police Response",,Police,#CUSTOMER ASSAULTED/ROBBED,18,E,07:56,7,E
6/26/2024,Weekday,B-90,Smith - 9 Sts (F22),External,"Public Conduct, Crime, Police Response",,Police,VANDALISM,1,F,15:54,15,E
6/26/2024,Weekday,B-148,36 St (G20),Internal,Other Internal,Service Delivery,Division of Service Delivery,DELAYED BY TRANSFER,3,E,20:49,20,E
6/26/2024,Weekday,B-30,Kew Gardens - Union Tpke (F06),Internal,Subway Car,Propulsion,Division of Car Equipment,SLOW TRAIN,2,E,07:00,7,E
6/26/2024,Weekday,B-128,Jackson Hts - Roosevelt Av (G14),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,4,E,21:12,21,E
6/26/2024,Weekday,B-172,Lexington Av - 53 St (F11),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,11,E,22:46,22,E
6/26/2024,Weekday,B-6,Forest Hills - 71 Av (G08),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,16,E,00:26,0,E
6/26/2024,Weekday,B-12,Kew Gardens - Union Tpke (F06),Planned ROW Work,,,MTA Construction & Development,DELAYED BY TRACK/WORK GANGS,18,E,02:28,2,E
6/27/2024,Weekday,B-76,34 St - Penn Station (A28),External,"Public Conduct, Crime, Police Response",,Police,BIE-EBV-CUSTOMER,1,C,13:20,13,E
6/27/2024,Weekday,B-20,Parsons/Archer - Jamaica Center (G05),External,"Public Conduct, Crime, Police Response",,Police,STUCK BRAKES,1,E,01:13,1,E
6/27/2024,Weekday,B-184,Parsons/Archer - Jamaica Center (G05),External,"Public Conduct, Crime, Police Response",,Public,INTERIOR SOILED/DIRTY,1,E,23:05,23,E
6/27/2024,Weekday,B-166,Parsons Blvd (F03),External,Sick/Injured Customer,,Police,SICK CUSTOMER,6,E,21:20,21,E
6/27/2024,Weekday,B-124,36 St (G20),Internal,Signal Failures,Other - Sig,Division of MOW Signals,TRACK CIRCUIT FAILURE,11,R,18:13,18,E
6/27/2024,Weekday,B-14,Lexington Av - 53 St (F11),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,BIE-CBTC,1,E,01:38,1,E
6/27/2024,Weekday,B-126,Jackson Hts - Roosevelt Av (G14),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,CBTC-CAR EQUIPMENT,1,E,17:55,17,E
6/27/2024,Weekday,B-26,5 Av - 53 St (F12),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,CBTC-CAR EQUIPMENT,1,E,00:22,0,E
6/27/2024,Weekday,B-16,Jackson Hts - Roosevelt Av (G14),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,15,E,01:53,1,E
6/27/2024,Weekday,B-10,Lexington Av - 53 St (F11),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,18,E,00:20,0,E
6/27/2024,Weekday,B-190,36 St (G20),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,2,E,23:48,23,E
6/27/2024,Weekday,B-74,Forest Hills - 71 Av (G08),Planned ROW Work,,,MTA Construction & Development,DELAYED BY TRACK/WORK GANGS,8,E,11:42,11,E
6/28/2024,Weekday,B-2,Stillwell Av - Coney Island (D43),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,11,N,00:25,0,E
6/28/2024,Weekday,B-6,Queens Plaza (G21),External,"Public Conduct, Crime, Police Response",,Police,ARMED PERSON(S),5,E,00:39,0,E
6/28/2024,Weekday,B-112,14 St (A31),External,"Public Conduct, Crime, Police Response",,Public,#CUSTOMER ASSAULTED/ROBBED,13,C,16:28,16,E
6/28/2024,Weekday,B-186,Queens Plaza (G21),External,Sick/Injured Customer,,Public,SICK CUSTOMER,2,E,23:15,23,E
6/28/2024,Weekday,B-44,23 St (A30),Internal,Other Internal,Service Delivery,OPS Training,T/O OVER RUNNING THE STATION,2,E,06:40,6,E
6/28/2024,Weekday,B-4,36 St (G20),Internal,Signal Failures,Other - Sig,Division of MOW Signals,TRACK CIRCUIT FAILURE,4,E,00:06,0,E
6/28/2024,Weekday,B-78,67 Av (G09),Internal,Signal Failures,Other - Sig,Division of MOW Signals,TRACK CIRCUIT FAILURE,8,F,11:53,11,E
6/28/2024,Weekday,B-152,Court Square - 23 St (F09),Internal,Subway Car,Door-Related,Division of Car Equipment,GUARD LIGHT TROUBLE,16,E,18:21,18,E
6/28/2024,Weekday,B-12,Elmhurst Av (G13),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,RAIL REPAIR/REPLACEMENT,5,F,02:00,2,E
6/28/2024,Weekday,B-146,50 St (A25),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,8,E,12:41,12,E
6/28/2024,Weekday,B-192,Queens Plaza (G21),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,4,E,20:18,20,E
6/28/2024,Weekday,B-46,42 St - Port Authority Bus Terminal (A27),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,2,E,06:04,6,E
6/28/2024,Weekday,B-190,Court Square - 23 St (F09),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,9,E,23:38,23,E
6/28/2024,Weekday,B-20,23 St (A30),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,6,E,00:37,0,E
6/28/2024,Weekday,B-8,Elmhurst Av (G13),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,1,F,00:00,0,E
7/1/2024,Weekday,B-6,W 4 St - Washington Square (A32),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),2,A,00:37,0,E
7/1/2024,Weekday,B-82,World Trade Center (E01),External,"Public Conduct, Crime, Police Response",,Public,INTERIOR SOILED/DIRTY,5,E,12:43,12,E
7/1/2024,Weekday,B-120,Jamaica - Van Wyck (G07),Internal,Other Internal,Service Delivery,OPS Training,BIE-EMPLOYEE,1,E,17:45,17,E
7/1/2024,Weekday,B-140,W 4 St - Washington Square (A32),Internal,Other Internal,Train Brake Activation - Cause Unknown,Miscellaneous,BIE-UNDER INVESTIGATION,3,E,20:51,20,E
7/1/2024,Weekday,B-124,Court Square - 23 St (F09),Internal,Signal Failures,Signal Modernization Capital Project,MTA Construction & Development,BIE-CBTC,1,E,18:34,18,E
7/1/2024,Weekday,B-76,36 St (G20),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,BIE-CBTC,53,M,12:07,12,E
7/1/2024,Weekday,B-92,34 St - Penn Station (A28),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,E,13:06,13,E
7/1/2024,Weekday,B-20,Jackson Hts - Roosevelt Av (G14),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,4,E,01:37,1,E
7/1/2024,Weekday,B-104,36 St (G20),Planned ROW Work,,,Division of MOW Track,DELAYED BY WORK TRAIN,2,E,20:59,20,E
7/2/2024,Weekday,B-2,42 St - Port Authority Bus Terminal (A27),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,1,N,12:00,12,E
7/2/2024,Weekday,B-40,Kew Gardens - Union Tpke (F06),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),4,E,06:09,6,E
7/2/2024,Weekday,B-44,World Trade Center (E01),External,"Public Conduct, Crime, Police Response",,Public,INTERIOR SOILED/DIRTY,3,E,06:58,6,E
7/2/2024,Weekday,B-38,York St (F18),Internal,Other Internal,Service Delivery,Division of Service Delivery,BIE-EMPLOYEE,1,F,05:55,5,E
