Date,Schedule Rollup,STARS ID,Station Unique,Delay Type,Delay Category,Delay Subcategory,Charge Department,Trouble Code,Delay Total,Line,Incident Time,Incident Hour
5/23/2024,Weekday,A-58,18 St (131),Internal,Signal Failures,Other - Sig,Division of MOW Signals,SIGNAL TROUBLE,7,1,16:03,16
5/23/2024,Weekday,A-82,96 St (120),Internal,Stations & Structure,,Division of Electrical Maintenance,E.A. BOX ACTIVATED,9,1,21:57,21
5/23/2024,Weekday,A-8,116 St - Columbia University (117),Internal,Stations & Structure,,Division of MOW Infrastructure,TRACK CIRCUIT FAILURE,7,1,08:14,8
5/23/2024,Weekday,A-51,72 St (123),Internal,Track Failures,"Fire, Smoke, Debris",Division of MOW Track,BIE-DEBRIS ON ROADBED,2,3,12:36,12
5/23/2024,Weekday,A-72,207 St (108),Internal,Track Failures,"Fire, Smoke, Debris",Division of MOW Track,FIRE/SMOKE CONDITIONS,6,1,18:00,18
5/23/2024,Weekday,A-13,Dyckman St (109),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,00:05,0
5/23/2024,Weekday,A-37,207 St (108),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,05:40,5
5/23/2024,Weekday,A-88,145 St (302),Operating Environment,Other Operating Environment,,Public,CONGESTION-ROW CAPACITY,2,3,22:15,22
5/23/2024,Weekday,A-55,116 St - Columbia University (117),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,9,1,12:00,12
5/23/2024,Weekday,A-9,79 St (122),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,9,1,00:51,0
5/24/2024,Weekday,A-1,Pelham Bay Park (601),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,6,6,02:19,2
5/24/2024,Weekday,A-50,145 St (114),External,Persons on Roadbed,,Police,*BIE-PERSON STRUCK/DECEASED,99,1,15:48,15
5/24/2024,Weekday,A-5,28 St (129),External,Persons on Roadbed,,Police,BIE-PERSON ON ROADBED,1,2,02:09,2
5/24/2024,Weekday,A-77,Central Park North (110 St) (227),External,"Public Conduct, Crime, Police Response",,Police,BIE-UNDER INVESTIGATION,4,2,20:33,20
5/24/2024,Weekday,A-43,South Ferry (142),External,"Public Conduct, Crime, Police Response",,Police,BROKEN GLASS,3,1,14:01,14
5/24/2024,Weekday,A-23,34 St - Penn Station (128),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,07:59,7
5/24/2024,Weekday,A-29,242 St - Van Cortlandt Park (101),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),3,1,08:57,8
5/24/2024,Weekday,A-69,Franklin St (136),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,2,1,19:22,19
5/24/2024,Weekday,A-85,Times Square - 42 St (127),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,3,1,21:16,21
5/24/2024,Weekday,A-91,Rector St (139),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,1,1,22:17,22
5/24/2024,Weekday,A-96,Chambers St (137),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,4,1,19:54,19
5/24/2024,Weekday,A-21,181 St (111),External,Sick/Injured Customer,,Police,SICK CUSTOMER,1,1,08:06,8
5/24/2024,Weekday,A-46,Dyckman St (109),Internal,Subway Car,Door-Related,Division of Car Equipment,GUARD LIGHT TROUBLE,14,1,14:24,14
5/24/2024,Weekday,A-48,Dyckman St (109),Internal,Subway Car,Door-Related,Division of Car Equipment,GUARD LIGHT TROUBLE,1,1,15:34,15
5/24/2024,Weekday,A-2,207 St (108),Internal,Track Failures,"Fire, Smoke, Debris",Division of MOW Track,FIRE/SMOKE CONDITIONS,10,1,00:18,0
5/24/2024,Weekday,A-31,207 St (108),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,2,1,09:48,9
5/24/2024,Weekday,A-99,23 St (130),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,6,1,22:00,22
5/24/2024,Weekday,A-4,135 St (224),Operating Environment,Other Operating Environment,,Public,CONGESTION-ROW CAPACITY,3,1,21:55,21
5/24/2024,Weekday,A-3,72 St (123),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,10,1,00:51,0
5/24/2024,Weekday,A-45,207 St (108),Planned ROW Work,,,MTA Construction & Development,DELAYED BY TRACK/WORK GANGS,1,1,12:01,12
5/28/2024,Weekday,A-1,241 St - Wakefield (201),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,1,2,06:21,6
5/28/2024,Weekday,A-41,137 St - City College (115),External,Sick/Injured Customer,,Public,SICK CUSTOMER,5,1,12:33,12
5/28/2024,Weekday,A-32,50 St (126),Internal,Other Internal,Service Delivery,OPS Training,T/O OVER RUNNING THE STATION,6,1,10:26,10
5/28/2024,Weekday,A-20,207 St (108),Internal,Subway Car,Door-Related,Division of Car Equipment,GUARD LIGHT TROUBLE,6,1,08:14,8
5/28/2024,Weekday,A-24,23 St (130),Internal,Subway Car,Door-Related,Division of Car Equipment,GUARD LIGHT TROUBLE,9,1,09:47,9
5/28/2024,Weekday,A-6,South Ferry (142),Internal,Subway Car,Door-Related,Division of Car Equipment,LOSS OF T/O INDICATION,13,1,09:42,9
5/28/2024,Weekday,A-5,50 St (126),Internal,Subway Car,Other - CE,Division of Car Equipment,SMOKE ISSUING,8,1,08:50,8
5/28/2024,Weekday,A-66,103 St (119),Internal,Subway Car,Propulsion,Division of Car Equipment,SLOW TRAIN,7,1,16:19,16
5/28/2024,Weekday,A-8,191 St (110),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,RAIL REPAIR/REPLACEMENT,1,1,01:18,1
5/28/2024,Weekday,A-21,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,07:05,7
5/28/2024,Weekday,A-22,168 St (112),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,2,1,07:52,7
5/28/2024,Weekday,A-37,238 St (103),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,3,1,09:44,9
5/28/2024,Weekday,A-56,34 St - Penn Station (128),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,3,1,15:13,15
5/28/2024,Weekday,A-72,14 St (132),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,10,1,18:21,18
5/28/2024,Weekday,A-86,96 St (120),Operating Environment,Other Operating Environment,,Public,CONGESTION-ROW CAPACITY,21,1,21:39,21
5/28/2024,Weekday,A-11,96 St (120),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,3,1,01:15,1
5/28/2024,Weekday,A-4,3 Av - 138 St (619),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,1,6,00:20,0
5/28/2024,Weekday,A-40,125 St (116),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,17,1,10:46,10
5/29/2024,Weekday,A-15,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,2,1,07:14,7
5/29/2024,Weekday,A-48,72 St (123),External,"Public Conduct, Crime, Police Response",,Police,BIE-EBV-CUSTOMER,6,2,16:57,16
5/29/2024,Weekday,A-40,66 St - Lincoln Center (124),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),2,1,14:54,14
5/29/2024,Weekday,A-67,72 St (123),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),6,3,21:10,21
5/29/2024,Weekday,A-63,Chambers St (137),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,11,1,20:25,20
5/29/2024,Weekday,A-69,Rector St (139),External,"Public Conduct, Crime, Police Response",,Public,GUARD LIGHT TROUBLE,3,1,21:23,21
5/29/2024,Weekday,A-12,Times Square - 42 St (127),External,"Public Conduct, Crime, Police Response",,Public,INTERIOR SOILED/DIRTY,1,1,06:44,6
5/29/2024,Weekday,A-60,Dyckman St (109),External,Sick/Injured Customer,,Public,SICK CUSTOMER,26,1,19:49,19
5/29/2024,Weekday,A-7,215 St (107),Internal,Other Internal,Service Delivery,Division of Service Delivery,BIE-HOME SIGNAL,5,1,12:00,12
5/29/2024,Weekday,A-49,157 St (113),Internal,Subway Car,Braking,Division of Car Equipment,LOW AIR,18,1,16:41,16
5/29/2024,Weekday,A-81,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,5,1,22:21,22
5/29/2024,Weekday,A-34,242 St - Van Cortlandt Park (101),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,13,1,12:00,12
5/29/2024,Weekday,A-36,116 St - Columbia University (117),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,11,1,09:24,9
5/29/2024,Weekday,A-4,96 St (120),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,14,1,00:02,0
5/30/2024,Weekday,A-1,New Lots Av (257),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,2,3,05:58,5
5/30/2024,Weekday,A-55,23 St (130),External,"Public Conduct, Crime, Police Response",,Police,BIE-EMPLOYEE,16,1,15:05,15
5/30/2024,Weekday,A-6,South Ferry (142),External,"Public Conduct, Crime, Police Response",,Police,BROKEN GLASS,1,1,11:41,11
5/30/2024,Weekday,A-5,125 St (116),Internal,Other Internal,Service Delivery,Division of Service Delivery,T/O OVER RUNNING THE STATION,1,1,11:33,11
5/30/2024,Weekday,A-52,Marble Hill - 225 St (106),Internal,Signal Failures,Other - Sig,Division of MOW Signals,SIGNAL TROUBLE,8,1,15:42,15
5/30/2024,Weekday,A-38,242 St - Van Cortlandt Park (101),Internal,Subway Car,Other - CE,Division of Car Equipment,B/O P.A./BUZZER,5,1,10:50,10
5/30/2024,Weekday,A-66,168 St (112),Internal,Subway Car,Propulsion,Division of Car Equipment,SLOW TRAIN,2,1,18:05,18
5/30/2024,Weekday,A-42,238 St (103),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,05:50,5
5/30/2024,Weekday,A-43,South Ferry (142),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,3,1,06:01,6
5/30/2024,Weekday,A-44,14 St (132),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,08:33,8
5/30/2024,Weekday,A-78,Chambers St (137),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,5,1,19:51,19
5/30/2024,Weekday,A-8,34 St - Penn Station (128),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,9,1,22:18,22
5/30/2024,Weekday,A-90,215 St (107),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,3,1,23:10,23
5/30/2024,Weekday,A-10,86 St (121),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,5,1,00:43,0
5/30/2024,Weekday,A-17,96 St (120),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,10,1,00:31,0
5/30/2024,Weekday,A-48,116 St - Columbia University (117),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,17,1,09:55,9
5/30/2024,Weekday,A-51,215 St (107),Planned ROW Work,,,Division of MOW Track,DELAYED BY WORK TRAIN,1,1,14:59,14
5/31/2024,Weekday,A-37,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,2,1,06:42,6
5/31/2024,Weekday,A-75,96 St (120),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),2,1,19:30,19
5/31/2024,Weekday,A-36,168 St (112),External,"Public Conduct, Crime, Police Response",,Public,BIE-EBV-CUSTOMER,1,1,11:38,11
5/31/2024,Weekday,A-4,242 St - Van Cortlandt Park (101),External,"Public Conduct, Crime, Police Response",,Public,INTERIOR SOILED/DIRTY,1,1,04:46,4
5/31/2024,Weekday,A-21,Chambers St (137),Internal,Other Internal,Service Delivery,OPS Training,BIE-EMPLOYEE,1,1,08:05,8
5/31/2024,Weekday,A-26,238 St (103),Internal,Other Internal,Service Delivery,OPS Training,IMPROPER OPERATION,2,1,07:17,7
5/31/2024,Weekday,A-22,Chambers St (137),Internal,Other Internal,Service Delivery,OPS Training,T/O OVER RUNNING THE STATION,6,1,08:01,8
5/31/2024,Weekday,A-34,215 St (107),Internal,Signal Failures,Other - Sig,Division of MOW Signals,BRIDGE FAILED TO OPEN/CLOSE,82,1,10:59,10
5/31/2024,Weekday,A-27,238 St (103),Internal,Track Failures,Rail and Roadbed,Division of MOW Track,RAIL CONDITION/POWER REMOVED,18,1,06:55,6
5/31/2024,Weekday,A-54,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,11,1,15:21,15
5/31/2024,Weekday,A-74,59 St - Columbus Circle (125),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,3,1,18:30,18
5/31/2024,Weekday,A-8,215 St (107),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,3,1,01:33,1
5/31/2024,Weekday,A-90,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,11,1,20:49,20
5/31/2024,Weekday,A-98,168 St (112),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,2,1,22:19,22
5/31/2024,Weekday,A-5,79 St (122),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,12,1,00:03,0
6/3/2024,Weekday,A-45,238 St (103),Internal,Other Internal,Service Delivery,OPS Training,T/O OVER RUNNING THE STATION,2,1,13:32,13
6/3/2024,Weekday,A-51, (),Internal,Signal Failures,Other - Sig,Division of MOW Signals,BIE-AUTOMATIC SIGNAL,98,1,15:36,15
6/3/2024,Weekday,A-77,96 St (120),Internal,Signal Failures,Other - Sig,Division of MOW Signals,SWITCH TROUBLE,23,2,22:05,22
6/3/2024,Weekday,A-88,96 St (120),Internal,Signal Failures,Other - Sig,Division of MOW Signals,SWITCH TROUBLE,4,2,22:37,22
6/3/2024,Weekday,A-2,Utica Av - Crown Heights (250),Internal,Subway Car,Braking,Division of Car Equipment,STUCK BRAKES,2,4,00:30,0
6/3/2024,Weekday,A-20,238 St (103),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,05:12,5
6/3/2024,Weekday,A-33,South Ferry (142),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,2,1,06:21,6
6/3/2024,Weekday,A-34,South Ferry (142),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,07:26,7
6/3/2024,Weekday,A-76,South Ferry (142),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,5,1,20:22,20
6/3/2024,Weekday,A-11,125 St (621),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,4,6,00:26,0
6/3/2024,Weekday,A-14,96 St (120),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,2,1,02:15,2
6/3/2024,Weekday,A-42,242 St - Van Cortlandt Park (101),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,16,1,12:00,12
6/4/2024,Weekday,A-1,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,5,1,06:29,6
6/4/2024,Weekday,A-74,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,2,1,18:57,18
6/4/2024,Weekday,A-77,242 St - Van Cortlandt Park (101),External,"Public Conduct, Crime, Police Response",,Police,BROKEN GLASS,2,1,20:27,20
6/4/2024,Weekday,A-3,South Ferry (142),External,"Public Conduct, Crime, Police Response",,Police,POLICE INVESTIGATION,1,1,01:38,1
6/4/2024,Weekday,A-85,103 St (119),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),2,1,23:29,23
6/4/2024,Weekday,A-21,137 St - City College (115),Internal,Other Internal,Train Brake Activation - Cause Unknown,Miscellaneous,BIE-UNDER INVESTIGATION,28,1,08:48,8
6/4/2024,Weekday,A-67,Canal St (135),Internal,Other Internal,Train Brake Activation - Cause Unknown,Miscellaneous,BIE-UNDER INVESTIGATION,3,3,19:56,19
6/4/2024,Weekday,A-9,Marble Hill - 225 St (106),Internal,Signal Failures,Other - Sig,Division of MOW Signals,BIE-HOME SIGNAL,1,1,02:49,2
6/4/2024,Weekday,A-2,96 St (120),Internal,Signal Failures,Other - Sig,Division of MOW Signals,SWITCH TROUBLE,13,1,00:29,0
6/4/2024,Weekday,A-55,240 St Yard (102),Internal,Subway Car,Braking,Division of Car Equipment,BIE-BRAKE PIPE RUPTURE,8,1,16:50,16
6/4/2024,Weekday,A-62,Times Square - 42 St (127),Internal,Subway Car,Braking,Division of Car Equipment,SLOW RELEASING BRAKES,1,1,18:40,18
6/4/2024,Weekday,A-24,181 St (111),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,06:00,6
6/4/2024,Weekday,A-69,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,3,1,19:57,19
6/4/2024,Weekday,A-72,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,9,1,20:32,20
6/4/2024,Weekday,A-84,Cathedral Pkwy (110 St) (118),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,5,1,22:37,22
6/4/2024,Weekday,A-86,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,2,1,21:42,21
6/4/2024,Weekday,A-28,215 St (107),Operating Environment,Other Operating Environment,,Public,CONGESTION-ROW CAPACITY,9,1,09:56,9
6/4/2024,Weekday,A-39,96 St (120),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,8,1,12:00,12
6/4/2024,Weekday,A-11,191 St (110),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,2,1,01:17,1
6/4/2024,Weekday,A-38,116 St - Columbia University (117),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,12,1,12:00,12
6/5/2024,Weekday,A-86,South Ferry (142),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,3,1,19:41,19
6/5/2024,Weekday,A-1,Pelham Bay Park (601),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,4,6,14:08,14
6/5/2024,Weekday,A-78,96 St (120),External,Persons on Roadbed,,Police,PERSON ON ROADBED,1,3,18:37,18
6/5/2024,Weekday,A-71,96 St (120),External,"Public Conduct, Crime, Police Response",,Police,BIE-EBV-CUSTOMER,13,1,19:45,19
6/5/2024,Weekday,A-14,Chambers St (137),External,"Public Conduct, Crime, Police Response",,Police,BROKEN GLASS,3,2,00:48,0
6/5/2024,Weekday,A-50,South Ferry (142),External,"Public Conduct, Crime, Police Response",,Police,BROKEN GLASS,1,1,09:18,9
6/5/2024,Weekday,A-17,28 St (129),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,01:30,1
6/5/2024,Weekday,A-18,242 St - Van Cortlandt Park (101),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,02:25,2
6/5/2024,Weekday,A-4,14 St (132),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),4,3,09:57,9
6/5/2024,Weekday,A-5,Chambers St (137),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),7,1,10:46,10
6/5/2024,Weekday,A-52,96 St (120),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),2,2,13:15,13
6/5/2024,Weekday,A-21,50 St (126),External,"Public Conduct, Crime, Police Response",,Public,INTERIOR SOILED/DIRTY,2,2,05:52,5
6/5/2024,Weekday,A-60,59 St - Columbus Circle (125),External,"Public Conduct, Crime, Police Response",,Public,UNRULY PERSON(S),3,1,17:11,17
6/5/2024,Weekday,A-68,242 St - Van Cortlandt Park (101),Internal,Subway Car,Braking,Division of Car Equipment,BRAKES FAIL TO CHARGE,2,1,17:38,17
6/5/2024,Weekday,A-32,242 St - Van Cortlandt Park (101),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,06:05,6
6/5/2024,Weekday,A-33,South Ferry (142),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,2,1,07:18,7
6/5/2024,Weekday,A-35,137 St - City College (115),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,3,1,08:30,8
6/5/2024,Weekday,A-45,242 St - Van Cortlandt Park (101),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,08:58,8
6/5/2024,Weekday,A-65,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,6,1,14:50,14
6/5/2024,Weekday,A-48,116 St - Columbia University (117),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,27,1,09:35,9
6/5/2024,Weekday,A-109,79 St (122),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,6,1,22:08,22
6/5/2024,Weekday,A-15,72 St (123),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,12,1,00:23,0
6/5/2024,Weekday,A-47,242 St - Van Cortlandt Park (101),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,18,1,09:54,9
6/5/2024,Weekday,A-51,86 St (121),Planned ROW Work,,,MTA Construction & Development,DELAYED BY TRACK/WORK GANGS,11,1,09:28,9
6/6/2024,Weekday,A-29,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,2,1,06:13,6
6/6/2024,Weekday,A-22,South Ferry (142),External,"Public Conduct, Crime, Police Response",,Police,BROKEN GLASS,5,1,08:16,8
6/6/2024,Weekday,A-17,96 St (120),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,06:38,6
6/6/2024,Weekday,A-61,59 St - Columbus Circle (125),External,"Public Conduct, Crime, Police Response",,Public,BIE-EMPLOYEE,7,1,17:32,17
6/6/2024,Weekday,A-52,Rector St (139),Internal,Subway Car,Braking,Division of Car Equipment,SLOW RELEASING BRAKES,6,1,15:01,15
6/6/2024,Weekday,A-7,207 St (108),Internal,Subway Car,Door-Related,Division of Car Equipment,GUARD LIGHT TROUBLE,1,1,01:14,1
6/6/2024,Weekday,A-18,34 St - Penn Station (128),Operating Environment,Other Operating Environment,,Police,CONGESTION-BOARDING/ALIGHTING,1,1,06:36,6
6/6/2024,Weekday,A-38,96 St (120),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,09:27,9
6/6/2024,Weekday,A-39,215 St (107),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,3,1,10:01,10
6/6/2024,Weekday,A-40,231 St (104),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,2,1,10:40,10
6/6/2024,Weekday,A-41,137 St - City College (115),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,2,1,10:33,10
6/6/2024,Weekday,A-42,72 St (123),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,10:52,10
6/6/2024,Weekday,A-86,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,1,1,21:34,21
6/6/2024,Weekday,A-34,72 St (123),Planned ROW Work,,,Division of MOW Engineering,SYSTEM MAINTENANCE EQUIPMENT,2,1,12:35,12
6/6/2024,Weekday,A-9,Dyckman St (109),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,5,1,00:15,0
6/7/2024,Weekday,A-11,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,4,1,06:50,6
6/7/2024,Weekday,A-4,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,5,1,03:05,3
6/7/2024,Weekday,A-1,242 St - Van Cortlandt Park (101),Crew Availability,,,Division of Service Delivery,NO T/O AVAILABLE,4,1,07:18,7
6/7/2024,Weekday,A-51,168 St (112),External,"Public Conduct, Crime, Police Response",,Police,BIE-EBV-CUSTOMER,16,1,16:43,16
6/7/2024,Weekday,A-22,Times Square - 42 St (127),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,05:37,5
6/7/2024,Weekday,A-26,34 St - Penn Station (128),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,08:24,8
6/7/2024,Weekday,A-42,59 St - Columbus Circle (125),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),7,1,15:09,15
6/7/2024,Weekday,A-44,Christopher St - Sheridan Square (133),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),5,1,15:47,15
6/7/2024,Weekday,A-67,240 St Yard (102),Internal,Subway Car,Braking,Division of Car Equipment,BRAKES FAIL TO CHARGE,6,1,16:38,16
6/7/2024,Weekday,A-8,86 St (121),Internal,Track Failures,"Fire, Smoke, Debris",Division of MOW Track,FIRE/SMOKE CONDITIONS,2,2,05:43,5
6/7/2024,Weekday,A-24,14 St (132),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,2,1,08:47,8
6/7/2024,Weekday,A-30,215 St (107),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,8,1,10:01,10
6/7/2024,Weekday,A-66,Times Square - 42 St (127),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,8,1,18:50,18
6/7/2024,Weekday,A-85,116 St - Columbia University (117),Operating Environment,Other Operating Environment,,Public,CONGESTION-BOARDING/ALIGHTING,3,1,21:51,21
6/7/2024,Weekday,A-32,215 St (107),Planned ROW Work,,,Division of MOW Signals,DELAYED BY TRACK/WORK GANGS,17,1,11:15,11
6/7/2024,Weekday,A-31,Dyckman St (109),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,19,1,10:37,10
6/7/2024,Weekday,A-90,191 St (110),Planned ROW Work,,,Division of MOW Track,DELAYED BY TRACK/WORK GANGS,4,1,22:14,22
6/7/2024,Weekday,A-39,Cathedral Pkwy (110 St) (118),Planned ROW Work,,,MTA Construction & Development,DELAYED BY TRACK/WORK GANGS,12,1,12:27,12
6/10/2024,Weekday,A-16,238 St (103),Crew Availability,,,Division of Service Delivery,NO C/R AVAILABLE,3,1,07:46,7
6/10/2024,Weekday,A-17,242 St - Van Cortlandt Park (101),External,"Public Conduct, Crime, Police Response",,Police,GRAFFITI,2,1,07:52,7
6/10/2024,Weekday,A-53,50 St (126),External,"Public Conduct, Crime, Police Response",,Police,LOST PROPERTY/PERSON,2,1,19:28,19
6/10/2024,Weekday,A-73,14 St (132),External,"Public Conduct, Crime, Police Response",,Police,UNRULY PERSON(S),1,1,21:05,21
